,City,Colors Reported,Shape Reported,State,Time
10437,San Francisco,GREEN,OVAL,CA,1997-06-24 01:57:00
10438,Fresno,,LIGHT,CA,1997-06-24 21:00:00
10439,Phoenix,,CHEVRON,AZ,1997-06-25 09:11:00
10440,Wendover,,DISK,UT,1997-06-26 23:05:00
10441,Helena,,,MT,1997-06-27 00:00:00
10442,Gresham,,TRIANGLE,OR,1997-06-27 00:50:00
10443,Lansing,,LIGHT,MI,1997-06-27 02:40:00
10444,North Babylon,,TRIANGLE,NY,1997-06-27 20:00:00
10445,Fountain Hills,,OTHER,AZ,1997-06-27 20:30:00
10446,Harvey's Lake,,OTHER,PA,1997-06-28 08:00:00
10447,Wilcox,,CYLINDER,AZ,1997-06-28 12:00:00
10448,Springfield,,DISK,OH,1997-06-28 18:00:00
10449,Cave Creek,RED YELLOW,TRIANGLE,AZ,1997-06-29 22:09:00
10450,Farmington,,,NM,1997-06-29 23:45:00
10451,Bigfork,,TRIANGLE,MT,1997-06-30 01:00:00
10452,Venice,,CIGAR,FL,1997-06-30 05:45:00
10453,Camarillo,,CIRCLE,CA,1997-06-30 06:00:00
10454,Anchorage,,CYLINDER,AK,1997-06-30 12:00:00
10455,Salisbury,,LIGHT,NC,1997-06-30 12:00:00
10456,Casa Grande,,TRIANGLE,AZ,1997-06-30 21:00:00
10457,Fort Smith,,LIGHT,AR,1997-06-30 21:00:00
10458,Tijeras,,CIGAR,NM,1997-06-30 23:00:00
10459,Freehold,ORANGE,LIGHT,NJ,1997-07-01 00:00:00
10460,Fort Benning,,,GA,1997-07-01 00:01:00
10461,Kilgore,,CIRCLE,TX,1997-07-01 01:30:00
10462,Kilgore,,CIRCLE,TX,1997-07-01 01:30:00
10463,Albion,,CIGAR,PA,1997-07-01 13:00:00
10464,Omaha,,DISK,NE,1997-07-01 15:20:00
10465,Hamilton,,OTHER,NJ,1997-07-01 18:00:00
10466,New York City,,SPHERE,NY,1997-07-01 18:00:00
10467,Kingston,,DISK,NY,1997-07-01 21:00:00
10468,Willow Creek,,SPHERE,CA,1997-07-01 23:00:00
10469,Davenport,,CIRCLE,CA,1997-07-02 21:00:00
10470,Petaluma,,VARIOUS,CA,1997-07-02 21:00:00
10471,Rachel,,SPHERE,NV,1997-07-02 21:15:00
10472,Calistoga,YELLOW,TRIANGLE,CA,1997-07-02 21:30:00
10473,South Hadley,RED,SPHERE,MA,1997-07-02 23:00:00
10474,Boonville,,LIGHT,MO,1997-07-02 23:30:00
10475,Pullman,,RECTANGLE,WA,1997-07-03 00:00:00
10476,Brentwood,,CYLINDER,TN,1997-07-03 03:00:00
10477,Vanleer,ORANGE YELLOW,FORMATION,TN,1997-07-03 21:30:00
10478,Fennville,,SPHERE,MI,1997-07-03 22:00:00
10479,Lexington,,TRIANGLE,KY,1997-07-03 22:30:00
10480,Harbor Springs,,OVAL,MI,1997-07-03 23:00:00
10481,Lake Tawakine,,OTHER,TX,1997-07-04 03:30:00
10482,Long Beach,,EGG,CA,1997-07-04 13:00:00
10483,San Diego,,CIGAR,CA,1997-07-04 16:00:00
10484,St. Paul,,SPHERE,MN,1997-07-04 16:00:00
10485,Evansville,,CIRCLE,IL,1997-07-04 19:00:00
10486,Earth City,,CIGAR,MO,1997-07-04 20:00:00
10487,Knob Lick,BLUE,LIGHT,MO,1997-07-04 20:00:00
10488,Troy,,CIRCLE,IL,1997-07-04 20:00:00
10489,St. Charles,GREEN,LIGHT,MO,1997-07-04 20:30:00
10490,Bellevelle area college,BLUE,LIGHT,IL,1997-07-04 21:00:00
10491,Belleville,BLUE,LIGHT,IL,1997-07-04 21:00:00
10492,Hazel Park,,DISK,MI,1997-07-04 21:00:00
10493,Millstadt,BLUE,LIGHT,IL,1997-07-04 21:00:00
10494,Phoenix,,CYLINDER,AZ,1997-07-04 21:00:00
10495,Troy,BLUE,LIGHT,IL,1997-07-04 21:00:00
10496,Lonedell,BLUE,DELTA,MO,1997-07-04 21:10:00
10497,Coldwater,,LIGHT,MO,1997-07-04 21:15:00
10498,Dadeville,,,MO,1997-07-04 21:15:00
10499,Des Peres,BLUE,LIGHT,MO,1997-07-04 21:15:00
10500,Elmwood,,LIGHT,IL,1997-07-04 21:15:00
10501,Granite City,,LIGHT,IL,1997-07-04 21:15:00
10502,"Mark Twain Lake, Monroe City",BLUE,LIGHT,MO,1997-07-04 21:15:00
10503,Oakville,GREEN,LIGHT,MO,1997-07-04 21:15:00
10504,Plymouth,,LIGHT,WI,1997-07-04 21:15:00
10505,Scottsdale,RED,,AZ,1997-07-04 21:15:00
10506,St. Charles,BLUE,LIGHT,MO,1997-07-04 21:15:00
10507,St. Charles,BLUE,SPHERE,MO,1997-07-04 21:15:00
10508,St. Louis,BLUE,LIGHT,MO,1997-07-04 21:15:00
10509,Chesterfield,,LIGHT,MO,1997-07-04 21:18:00
10510,Arnold,,LIGHT,MO,1997-07-04 21:20:00
10511,Olney,BLUE,LIGHT,IL,1997-07-04 21:25:00
10512,Auburn,,TRIANGLE,WA,1997-07-04 21:30:00
10513,Belleville,BLUE,LIGHT,IL,1997-07-04 21:30:00
10514,Crestwood,,LIGHT,MO,1997-07-04 21:30:00
10515,Creve Coeur,BLUE,LIGHT,MO,1997-07-04 21:30:00
10516,Florissant,,LIGHT,MO,1997-07-04 21:30:00
10517,Florissant,BLUE,LIGHT,MO,1997-07-04 21:30:00
10518,Gerald,BLUE,LIGHT,MO,1997-07-04 21:30:00
10519,Hazel Park,,OVAL,MI,1997-07-04 21:30:00
10520,Hazelwood,,OVAL,MO,1997-07-04 21:30:00
10521,Historic St. Charles Riverfront,,OVAL,MO,1997-07-04 21:30:00
10522,St. Charles,BLUE,LIGHT,MO,1997-07-04 21:30:00
10523,St. Louis,,LIGHT,MO,1997-07-04 21:30:00
10524,St. Louis,BLUE,LIGHT,MO,1997-07-04 21:30:00
10525,Troy,,LIGHT,MO,1997-07-04 21:30:00
10526,Fairview Heights,BLUE,LIGHT,IL,1997-07-04 21:35:00
10527,Millstadt,RED,LIGHT,IL,1997-07-04 21:35:00
10528,Collinsville,BLUE,LIGHT,IL,1997-07-04 21:40:00
10529,St. Peters,BLUE,LIGHT,MO,1997-07-04 21:40:00
10530,Belleville Community College,BLUE,LIGHT,IL,1997-07-04 21:45:00
10531,Brighton,BLUE,LIGHT,IL,1997-07-04 21:45:00
10532,Desoadoamd House Springs,GREEN BLUE,LIGHT,MO,1997-07-04 21:45:00
10533,East Alton,BLUE,LIGHT,IL,1997-07-04 21:45:00
10534,Lenzburg,,LIGHT,IL,1997-07-04 21:45:00
10535,Millstadt,BLUE,LIGHT,IL,1997-07-04 21:45:00
10536,Alton,,LIGHT,IL,1997-07-04 22:00:00
10537,Dupo,BLUE,LIGHT,IL,1997-07-04 22:00:00
10538,Granite City,BLUE,LIGHT,IL,1997-07-04 22:00:00
10539,Old Valmeyer Bottoms-Valmeyer,,TEARDROP,IL,1997-07-04 22:00:00
10540,Redding,RED,,CA,1997-07-04 22:00:00
10541,Redding,RED,LIGHT,CA,1997-07-04 22:00:00
10542,Rockport,,,IN,1997-07-04 22:00:00
10543,St. Louis,,DISK,MO,1997-07-04 22:00:00
10544,McMinnville,,DISK,OR,1997-07-04 22:14:00
10545,Columbia,BLUE,LIGHT,IL,1997-07-04 22:30:00
10546,Frontenac,GREEN,LIGHT,MO,1997-07-04 22:30:00
10547,St. Louis,BLUE,LIGHT,MO,1997-07-04 22:30:00
10548,Freeburg,,LIGHT,IL,1997-07-04 22:45:00
10549,St. Louis,BLUE,LIGHT,MO,1997-07-04 23:00:00
10550,Crete,,LIGHT,NE,1997-07-05 00:00:00
10551,Florence,,TRIANGLE,OR,1997-07-05 01:30:00
10552,N. Waterboro,,SPHERE,ME,1997-07-05 19:30:00
10553,Caseyville,,SPHERE,IL,1997-07-05 21:00:00
10554,Phoenix,,LIGHT,AZ,1997-07-06 01:30:00
10555,Arizona,,TRIANGLE,AZ,1997-07-07 00:00:00
10556,Casey,,CIGAR,IL,1997-07-07 12:00:00
10557,Stafford,,RECTANGLE,VA,1997-07-07 14:30:00
10558,Surgoinsville,,,TN,1997-07-07 16:53:00
10559,Las Cruces,,VARIOUS,NM,1997-07-07 20:45:00
10560,White Sands Missile Range,,CIRCLE,NM,1997-07-07 20:45:00
10561,Coopersville,,,MI,1997-07-07 23:00:00
10562,Olathe,,LIGHT,KS,1997-07-09 00:05:00
10563,Puyallup,GREEN,,WA,1997-07-10 01:30:00
10564,Onalaska,,SPHERE,WI,1997-07-10 13:00:00
10565,Onalaska,,SPHERE,WI,1997-07-10 13:00:00
10566,Hayward,,DISK,WI,1997-07-10 15:45:00
10567,Greenville,,OTHER,TX,1997-07-10 19:05:00
10568,Lafayette,,FIREBALL,IN,1997-07-10 21:00:00
10569,Allison Park,,CYLINDER,PA,1997-07-11 15:25:00
10570,El Paso,,CIGAR,TX,1997-07-11 18:00:00
10571,Gorham,,CIGAR,ME,1997-07-11 20:00:00
10572,Phoenix,RED ORANGE,TRIANGLE,AZ,1997-07-11 23:45:00
10573,Gaston,RED,LIGHT,SC,1997-07-12 01:30:00
10574,Reno,,TRIANGLE,NV,1997-07-12 02:45:00
10575,Trenton,,DISK,OH,1997-07-12 13:00:00
10576,Hayward,,FIREBALL,CA,1997-07-14 00:00:00
10577,Medford,,,OR,1997-07-14 00:00:00
10578,Salem,,LIGHT,OR,1997-07-14 01:30:00
10579,Philadelphia,,OVAL,PA,1997-07-14 05:20:00
10580,Gulf Shores,,CIRCLE,AL,1997-07-14 14:30:00
10581,Salt Lake City,,OTHER,UT,1997-07-14 15:00:00
10582,Hazelwood,,SPHERE,MO,1997-07-14 16:00:00
10583,Pascagula,,EGG,MS,1997-07-14 23:15:00
10584,Golden,,OVAL,CO,1997-07-15 00:00:00
10585,Six Flags,,DISK,NJ,1997-07-15 00:00:00
10586,Hinckley,,SPHERE,MN,1997-07-15 01:00:00
10587,Reedsville,,TRIANGLE,WV,1997-07-15 01:00:00
10588,Winfield,,LIGHT,KS,1997-07-15 01:20:00
10589,St. Cloud,ORANGE,SPHERE,MN,1997-07-15 03:00:00
10590,Allegany,,SPHERE,NY,1997-07-15 11:00:00
10591,Cottonwood,,DISK,AZ,1997-07-15 14:00:00
10592,Fairfield,,SPHERE,IA,1997-07-15 17:00:00
10593,Palatine,,OTHER,IL,1997-07-15 18:00:00
10594,Bensrun,,LIGHT,WV,1997-07-15 19:00:00
10595,Eden Prairie,,OTHER,MN,1997-07-15 19:00:00
10596,Caballo,,TRIANGLE,NM,1997-07-15 20:30:00
10597,Deer Field,RED,CIRCLE,NY,1997-07-15 21:00:00
10598,Goldsboro,,SPHERE,NC,1997-07-15 21:00:00
10599,New Jersey,,FIREBALL,NJ,1997-07-15 21:00:00
10600,Tucson,,TRIANGLE,AZ,1997-07-15 21:00:00
10601,Kernersville,,TRIANGLE,NC,1997-07-15 21:30:00
10602,Fayetteville,,TRIANGLE,NC,1997-07-15 22:00:00
10603,Kings Mtn.,,LIGHT,NC,1997-07-15 22:30:00
10604,Las Cruces,,FIREBALL,NM,1997-07-15 22:30:00
10605,Jefferson Estates,,LIGHT,PA,1997-07-15 22:45:00
10606,Asheville,,SPHERE,NC,1997-07-15 23:00:00
10607,Goldsboro,,FORMATION,NC,1997-07-15 23:00:00
10608,Lake Fork,,LIGHT,TX,1997-07-15 23:00:00
10609,Kokomo,,TRIANGLE,IN,1997-07-15 23:30:00
10610,Flagstaff,,LIGHT,AZ,1997-07-16 00:00:00
10611,Edmonds,,TRIANGLE,WA,1997-07-16 17:20:00
10612,Mojave,,LIGHT,CA,1997-07-16 20:00:00
10613,Parkland,,LIGHT,FL,1997-07-16 21:30:00
10614,Belfield,,LIGHT,ND,1997-07-17 23:00:00
10615,Hartford,RED,TRIANGLE,CT,1997-07-17 23:40:00
10616,Salem,RED BLUE,,NH,1997-07-18 02:00:00
10617,Shepherdstown,,LIGHT,WV,1997-07-18 23:00:00
10618,Newark to San Leandro,,OTHER,CA,1997-07-19 17:30:00
10619,Trout Lake,,,WA,1997-07-19 23:00:00
10620,Russellville,,LIGHT,AR,1997-07-20 03:00:00
10621,Hopewell,,DISK,VA,1997-07-20 04:00:00
10622,Bridgehampton,,TRIANGLE,NY,1997-07-20 20:00:00
10623,Buffalo,,VARIOUS,NY,1997-07-20 22:00:00
10624,Conway,,DIAMOND,SC,1997-07-20 22:00:00
10625,Beaver Island,,TRIANGLE,MI,1997-07-20 23:30:00
10626,Tequesta,,FIREBALL,FL,1997-07-22 11:45:00
10627,Desert,,,AR,1997-07-22 12:00:00
10628,Arabela,,TRIANGLE,NM,1997-07-22 13:00:00
10629,Port Orford,,CIGAR,OR,1997-07-22 14:00:00
10630,Susquehanna,RED,CIRCLE,PA,1997-07-22 22:00:00
10631,Hart Mountain,,TRIANGLE,OR,1997-07-22 22:15:00
10632,Los Angeles,,OTHER,CA,1997-07-23 13:30:00
10633,Warrenton,,TRIANGLE,VA,1997-07-23 20:00:00
10634,Phoenix,,TRIANGLE,AZ,1997-07-23 20:25:00
10635,Tooele,ORANGE,LIGHT,UT,1997-07-23 21:30:00
10636,Miami,,FORMATION,FL,1997-07-23 23:00:00
10637,Miami,,FORMATION,FL,1997-07-23 23:00:00
10638,Murphysboro,,CYLINDER,IL,1997-07-24 21:45:00
10639,Colfax,,FIREBALL,CA,1997-07-25 03:00:00
10640,Phoenix,,,AZ,1997-07-25 17:00:00
10641,Arlington,,VARIOUS,WA,1997-07-26 03:21:00
10642,Warrensburg,,TRIANGLE,MO,1997-07-26 18:00:00
10643,Chicago,,,IL,1997-07-27 00:00:00
10644,Medford,,TRIANGLE,NJ,1997-07-27 02:00:00
10645,Arlington,,LIGHT,WA,1997-07-27 02:53:00
10646,Las Cruces,,LIGHT,NM,1997-07-27 21:30:00
10647,Pete's Hole,,TRIANGLE,UT,1997-07-28 15:00:00
10648,Bristol,,CIGAR,VA,1997-07-28 21:30:00
10649,Wayzata,,FIREBALL,MN,1997-07-28 23:30:00
10650,South Euclid,,CIRCLE,OH,1997-07-29 21:20:00
10651,Lake Winnibigoshish,ORANGE,OTHER,MN,1997-07-30 00:30:00
10652,Corpus Christi,,OVAL,TX,1997-07-30 01:00:00
10653,Fridley,,FIREBALL,MN,1997-07-30 01:30:00
10654,Navarre,,CIRCLE,FL,1997-07-30 20:00:00
10655,Gulf Breeze,ORANGE,FORMATION,FL,1997-07-30 20:10:00
10656,Salem,,,OR,1997-07-31 02:40:00
10657,Salem,,,OR,1997-07-31 02:45:00
10658,Denver,,CIRCLE,CO,1997-08-01 13:00:00
10659,Palm Harbor,RED,DISK,FL,1997-08-01 22:00:00
10660,Hurricane,GREEN,LIGHT,UT,1997-08-01 22:30:00
10661,Chattanooga,,LIGHT,TN,1997-08-01 23:00:00
10662,Middletown,,DISK,CT,1997-08-02 04:00:00
10663,Sikeston,GREEN,LIGHT,MO,1997-08-02 10:10:00
10664,Albany,,OVAL,OR,1997-08-02 11:45:00
10665,Caldwell,,DISK,ID,1997-08-02 18:45:00
10666,Hwy. 15,ORANGE,FIREBALL,MS,1997-08-02 22:00:00
10667,Rocklin,,OTHER,CA,1997-08-02 22:50:00
10668,Overton,RED GREEN,SPHERE,NV,1997-08-03 02:00:00
10669,St. Louis,,CYLINDER,MO,1997-08-03 19:15:00
10670,Palm Springs,,LIGHT,CA,1997-08-03 21:15:00
10671,Bakersville,,LIGHT,NC,1997-08-03 22:03:00
10672,Sand Springs,RED BLUE,OTHER,MT,1997-08-03 23:30:00
10673,Santa Cruz,,DIAMOND,CA,1997-08-05 03:30:00
10674,Wichita,,LIGHT,KS,1997-08-06 05:55:00
10675,Aguila,,TRIANGLE,AZ,1997-08-06 22:00:00
10676,New York City,,OTHER,NY,1997-08-07 17:07:00
10677,Buckeye,BLUE,LIGHT,AZ,1997-08-08 02:35:00
10678,Dracut,,TRIANGLE,MA,1997-08-08 15:00:00
10679,East Rochester,,SPHERE,NY,1997-08-08 18:00:00
10680,Lynnwood,,OTHER,WA,1997-08-08 21:06:00
10681,West Islip,,OTHER,NY,1997-08-08 22:00:00
10682,Kenai,,CIGAR,AK,1997-08-08 23:00:00
10683,Bloomington,BLUE,TRIANGLE,MN,1997-08-09 00:30:00
10684,Bel Air,,OTHER,MD,1997-08-09 11:24:00
10685,Sedro Woolley,RED,OTHER,WA,1997-08-10 22:00:00
10686,Bellingham,YELLOW,LIGHT,WA,1997-08-10 23:30:00
10687,North Lynnwood,,LIGHT,WA,1997-08-12 00:30:00
10688,Grand Rapids,RED GREEN,LIGHT,MI,1997-08-12 01:00:00
10689,Fridley,ORANGE,SPHERE,MN,1997-08-12 17:08:00
10690,Canyon,YELLOW,LIGHT,CA,1997-08-12 21:15:00
10691,Papillion,,LIGHT,NE,1997-08-12 21:57:00
10692,Boundary Waters,BLUE,OVAL,MN,1997-08-12 23:00:00
10693,Fultz,,RECTANGLE,IL,1997-08-12 23:30:00
10694,Norco,BLUE,DISK,CA,1997-08-14 13:00:00
10695,Acton,ORANGE,OVAL,CA,1997-08-15 00:00:00
10696,Millerstown,,TRIANGLE,KY,1997-08-15 00:00:00
10697,Golden Valley,BLUE,LIGHT,AZ,1997-08-15 00:35:00
10698,Bigfork,ORANGE,SPHERE,MT,1997-08-15 01:00:00
10699,Shelbina,,,MO,1997-08-15 02:00:00
10700,Parkersburg,,TRIANGLE,WV,1997-08-15 04:00:00
10701,Lenexa,,DISK,KS,1997-08-15 05:40:00
10702,Denmark,,DISK,ME,1997-08-15 15:00:00
10703,Roy,,CHEVRON,WA,1997-08-15 20:00:00
10704,Buffalo,,SPHERE,NY,1997-08-15 20:15:00
10705,Idaho Falls,,OTHER,ID,1997-08-15 22:00:00
10706,Kingsman,,LIGHT,AZ,1997-08-15 22:00:00
10707,Robertson County,,OTHER,TX,1997-08-15 22:00:00
10708,Clearfield,,TRIANGLE,UT,1997-08-15 22:30:00
10709,Lahaina,,TRIANGLE,HI,1997-08-15 22:30:00
10710,West Sunbury,,LIGHT,PA,1997-08-15 23:30:00
10711,Rutherfordton,,CIGAR,NC,1997-08-16 12:00:00
10712,Loring AFB,,CIGAR,ME,1997-08-16 17:00:00
10713,Sciota,,DISK,PA,1997-08-17 00:30:00
10714,Salinas,,LIGHT,CA,1997-08-17 05:00:00
10715,Philadelphia,,SPHERE,PA,1997-08-17 09:30:00
10716,Kalamazoo,,DISK,MI,1997-08-17 18:00:00
10717,Sioux City,,TRIANGLE,IA,1997-08-17 22:30:00
10718,Kaiser,,LIGHT,MO,1997-08-17 23:10:00
10719,Woodridge,,LIGHT,IL,1997-08-17 23:50:00
10720,Manhattan Beach,,TEARDROP,CA,1997-08-18 19:00:00
10721,Oberlin,,TRIANGLE,OH,1997-08-19 23:30:00
10722,Grand Rapids,,DIAMOND,MI,1997-08-20 18:00:00
10723,Tucson,,LIGHT,AZ,1997-08-20 19:30:00
10724,Pinckney,,LIGHT,MI,1997-08-20 23:00:00
10725,Winslow,,OTHER,IN,1997-08-21 23:30:00
10726,Eustace,RED,LIGHT,TX,1997-08-22 00:00:00
10727,Kingsville,,CIGAR,TX,1997-08-22 06:22:00
10728,Kings Park,GREEN,OTHER,NY,1997-08-22 10:50:00
10729,Atlantic City,RED,LIGHT,WY,1997-08-22 23:30:00
10730,Cantoma,,TRIANGLE,FL,1997-08-23 01:00:00
10731,Dale Ville,,TRIANGLE,IN,1997-08-23 11:30:00
10732,Billings,,CIGAR,MT,1997-08-23 20:00:00
10733,Sherman Oaks,,FORMATION,CA,1997-08-23 22:00:00
10734,Palm Springs,,CIGAR,CA,1997-08-24 18:00:00
10735,Elk River,GREEN,TRIANGLE,MN,1997-08-24 21:00:00
10736,Biscoe,,VARIOUS,NC,1997-08-24 21:45:00
10737,Jay Co. into Wells Co.,,DISK,IN,1997-08-25 01:00:00
10738,Ft. Dix,,OTHER,NJ,1997-08-25 13:30:00
10739,Fontana,,TRIANGLE,CA,1997-08-25 22:00:00
10740,Hot Springs,,CIRCLE,AR,1997-08-28 00:10:00
10741,Page,,LIGHT,AZ,1997-08-28 20:00:00
10742,Coeur d'Alene,,TRIANGLE,ID,1997-08-28 22:00:00
10743,Lyons,,DISK,CO,1997-08-29 18:30:00
10744,Livermore Falls,ORANGE,FIREBALL,ME,1997-08-29 21:30:00
10745,Tucson,,CHEVRON,AZ,1997-08-29 22:00:00
10746,Woodlands,,LIGHT,TX,1997-08-30 00:00:00
10747,San Jose,,FORMATION,CA,1997-08-30 18:00:00
10748,Ocracoke,,OTHER,NC,1997-08-30 21:00:00
10749,Aston,,DIAMOND,PA,1997-08-30 22:00:00
10750,Lost Lake,BLUE,EGG,OR,1997-08-31 05:15:00
10751,Lincoln,,FORMATION,NH,1997-08-31 17:00:00
10752,Newberg,YELLOW BLUE,LIGHT,OR,1997-08-31 21:00:00
10753,Chicago Ridge,,LIGHT,IL,1997-08-31 22:00:00
10754,Brighton,,RECTANGLE,MI,1997-08-31 22:30:00
10755,Brighton,,RECTANGLE,MI,1997-08-31 22:30:00
10756,West Dennis,,OVAL,MA,1997-08-31 23:00:00
10757,Woodmont,,DISK,CT,1997-09-01 18:00:00
10758,Pleasant View,,FIREBALL,TN,1997-09-01 20:00:00
10759,Carlsbad,,LIGHT,CA,1997-09-01 22:30:00
10760,Albany,,LIGHT,ME,1997-09-01 23:00:00
10761,Algonac,,,MI,1997-09-02 21:45:00
10762,Portland,,FORMATION,OR,1997-09-02 21:45:00
10763,Covington,RED BLUE,TRIANGLE,WA,1997-09-06 04:47:00
10764,Gulf of Mexico,,CIGAR,LA,1997-09-07 12:00:00
10765,Las Vegas,,FORMATION,NV,1997-09-09 16:00:00
10766,Roseburg,,LIGHT,OR,1997-09-09 21:30:00
10767,Alta Loma,,CIRCLE,CA,1997-09-10 19:00:00
10768,Houston,,DISK,TX,1997-09-15 00:00:00
10769,Sherman Oaks,,CIGAR,CA,1997-09-15 09:00:00
10770,Colorado Springs,,RECTANGLE,CO,1997-09-15 15:00:00
10771,Comfort,,CYLINDER,TX,1997-09-15 17:00:00
10772,Farrell,,DISK,PA,1997-09-15 18:00:00
10773,Wedgefield,,TRIANGLE,SC,1997-09-15 19:00:00
10774,Angola,,CIRCLE,IN,1997-09-15 20:00:00
10775,Bellevue,,,WA,1997-09-15 20:00:00
10776,Salem,GREEN,LIGHT,OR,1997-09-15 20:00:00
10777,Sammamish,,,WA,1997-09-15 20:40:00
10778,Chicago,GREEN,LIGHT,IL,1997-09-15 21:00:00
10779,Foley,,,MN,1997-09-15 22:00:00
10780,West Milton,,LIGHT,OH,1997-09-15 22:00:00
10781,Woodstock,,SPHERE,CT,1997-09-15 22:30:00
10782,Woodmont,,DISK,CT,1997-09-16 04:00:00
10783,Minneapolis,,OTHER,MN,1997-09-16 19:00:00
10784,Delilah Lookout,,DISK,CA,1997-09-17 18:00:00
10785,West Manchester,,VARIOUS,OH,1997-09-18 04:15:00
10786,Panama city,,,FL,1997-09-18 20:15:00
10787,Orland Park,,RECTANGLE,IL,1997-09-19 05:40:00
10788,Seattle,,OTHER,WA,1997-09-19 21:00:00
10789,Crescent City,,DISK,CA,1997-09-19 22:00:00
10790,Poway,,TRIANGLE,CA,1997-09-20 22:15:00
10791,Manoa Valley,,DISK,HI,1997-09-21 14:00:00
10792,St. Louis,,OTHER,MO,1997-09-22 03:00:00
10793,Palo,,CIGAR,MI,1997-09-22 14:00:00
10794,Solomons Island,,DISK,MD,1997-09-22 20:00:00
10795,Denison,,DISK,IA,1997-09-23 19:00:00
10796,Hyde Park,GREEN,FIREBALL,VT,1997-09-23 20:00:00
10797,Rhinebeck,,TRIANGLE,NY,1997-09-23 20:00:00
10798,Brewster,,TRIANGLE,NY,1997-09-23 22:30:00
10799,Muskegon,,DISK,MI,1997-09-24 14:30:00
10800,Huffman,,TEARDROP,TX,1997-09-24 20:47:00
10801,Clearfield,,TRIANGLE,UT,1997-09-25 22:00:00
10802,Crestwood,RED GREEN,DISK,KY,1997-09-27 05:00:00
10803,Egan,,OTHER,SD,1997-09-27 23:00:00
10804,San Francisco,,TRIANGLE,CA,1997-09-28 23:15:00
10805,Madison,,LIGHT,WI,1997-09-30 22:00:00
10806,Bemidji,,TRIANGLE,MN,1997-10-01 00:00:00
10807,Fort Jennings,RED ORANGE,OTHER,OH,1997-10-01 01:10:00
10808,Garland,,RECTANGLE,TX,1997-10-01 01:20:00
10809,Jefferson,,OTHER,NY,1997-10-01 03:00:00
10810,Oregon,,RECTANGLE,OR,1997-10-01 08:00:00
10811,Charlotte,BLUE,CIGAR,NC,1997-10-01 09:00:00
10812,Green Bay,RED,LIGHT,WI,1997-10-01 19:00:00
10813,Pelzer,,TRIANGLE,SC,1997-10-01 19:00:00
10814,Hyannis,,TRIANGLE,MA,1997-10-01 21:00:00
10815,Bourbonnais,,TRIANGLE,IL,1997-10-01 21:30:00
10816,Oakland,,LIGHT,OR,1997-10-01 21:30:00
10817,Martinsville,,OTHER,VA,1997-10-01 21:55:00
10818,Summerville,,TRIANGLE,SC,1997-10-01 22:00:00
10819,Lakeland,RED,LIGHT,FL,1997-10-01 23:15:00
10820,Ringgold,,CIRCLE,GA,1997-10-02 02:00:00
10821,Los Angeles,,SPHERE,CA,1997-10-02 14:00:00
10822,Pleasanton,,,TX,1997-10-03 02:00:00
10823,Jim Thorpe,,OVAL,PA,1997-10-03 21:00:00
10824,Waco,,LIGHT,TX,1997-10-03 21:30:00
10825,Scottsdale,,LIGHT,AZ,1997-10-04 01:57:00
10826,Taylorsville,,LIGHT,KY,1997-10-04 13:00:00
10827,Warrenton,,LIGHT,VA,1997-10-04 18:00:00
10828,Cheyenne,,OTHER,WY,1997-10-05 19:00:00
10829,Utica,RED,LIGHT,NY,1997-10-05 20:30:00
10830,MM82,,CIRCLE,PA,1997-10-07 03:26:00
10831,Twin Mountain,GREEN BLUE,LIGHT,NH,1997-10-07 20:30:00
10832,Camarillo,,CIRCLE,CA,1997-10-09 11:40:00
10833,Detroit,,TRIANGLE,MI,1997-10-09 19:00:00
10834,Connersville,,DELTA,IN,1997-10-10 16:00:00
10835,Mesa,,SPHERE,AZ,1997-10-10 17:00:00
10836,Bonaire,,TRIANGLE,GA,1997-10-10 20:00:00
10837,Austin,,OTHER,MN,1997-10-10 21:00:00
10838,Huntington Beach,,SPHERE,CA,1997-10-12 18:30:00
10839,White Tank Mountains,,LIGHT,AZ,1997-10-12 19:00:00
10840,Kenner,,DISK,LA,1997-10-12 21:51:00
10841,Chicago,RED,LIGHT,IL,1997-10-12 22:30:00
10842,Franklin,GREEN,OTHER,NH,1997-10-12 23:00:00
10843,Sandy,,LIGHT,UT,1997-10-13 00:00:00
10844,Buffalo,,OTHER,NY,1997-10-13 03:00:00
10845,Ogden,,CIRCLE,UT,1997-10-13 05:00:00
10846,Reno,,OTHER,NV,1997-10-13 20:15:00
10847,Hollister,,LIGHT,CA,1997-10-13 22:15:00
10848,Syracuse,,,NY,1997-10-14 16:00:00
10849,San Diego,,LIGHT,CA,1997-10-14 23:55:00
10850,Naalehu,,SPHERE,HI,1997-10-15 00:00:00
10851,Paris,,LIGHT,TN,1997-10-15 01:00:00
10852,Duncan,,,OK,1997-10-15 02:15:00
10853,Atlanta,BLUE,LIGHT,GA,1997-10-15 03:00:00
10854,Brigham City,,OTHER,UT,1997-10-15 03:00:00
10855,Lagrange,,FIREBALL,NC,1997-10-15 03:00:00
10856,Pasadena,,OVAL,CA,1997-10-15 07:00:00
10857,Dallas,,LIGHT,TX,1997-10-15 10:00:00
10858,New York City,,CYLINDER,NY,1997-10-15 15:00:00
10859,New Britain,RED,RECTANGLE,CT,1997-10-15 17:00:00
10860,Daggett,,RECTANGLE,CA,1997-10-15 17:30:00
10861,Abingdon,,LIGHT,VA,1997-10-15 18:40:00
